"","Extraversion","logsalary","BetterLife","JobSat"
"1853","In real life (in person)",11.0821425642624,"Yes","Very satisfied"
"1854","In real life (in person)",NA,"Yes","Slightly satisfied"
"1855","Online",11.6952470300975,"No","Very satisfied"
"1856","Online",11.0020998578709,"Yes","Very satisfied"
"1857","Online",10.7789563107234,"No","Slightly satisfied"
"1858","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"1859","In real life (in person)",14.5856187801233,"No","Slightly dissatisfied"
"1860","In real life (in person)",NA,"No","Neither satisfied nor dissatisfied"
"1861","In real life (in person)",11.289781926156,"Yes","Slightly satisfied"
"1862","In real life (in person)",11.5805841227898,"No","Slightly dissatisfied"
"1863","Online",11.4295438669007,"No","Slightly satisfied"
"1864","In real life (in person)",11.8493977087343,"No","Slightly satisfied"
"1865","In real life (in person)",12.1007121354279,"No","Very satisfied"
"1866","Online",12.0257490973869,"No","Neither satisfied nor dissatisfied"
"1867","In real life (in person)",10.8197783044103,"Yes","Slightly satisfied"
"1868","In real life (in person)",10.645424921075,"Yes","Very satisfied"
"1869","Online",9.39266201210347,"Yes","Slightly satisfied"
"1870","In real life (in person)",11.5424842769205,"No","Very dissatisfied"
"1871","In real life (in person)",11.813030064828,"No","Very satisfied"
"1872","In real life (in person)",14.3614955825619,"No","Very satisfied"
"1873","In real life (in person)",NA,"Yes","Slightly satisfied"
"1874","In real life (in person)",11.6082356538655,"No","Neither satisfied nor dissatisfied"
"1875","Online",10.491274245216,"No","Neither satisfied nor dissatisfied"
"1876","In real life (in person)",11.1633680029848,"Yes","Very satisfied"
"1877","In real life (in person)",11.2263864323328,"Yes","Slightly satisfied"
"1878","Online",10.8967393440649,"No","Neither satisfied nor dissatisfied"
"1879","In real life (in person)",NA,"Yes","Very satisfied"
"1880","In real life (in person)",13.5823166720592,"Yes","Slightly satisfied"
"1881","In real life (in person)",11.0348896801563,"No","Very satisfied"
"1882","In real life (in person)",13.9062657440635,"Yes","Very satisfied"
"1883","In real life (in person)",10.8589990167943,"Yes","Slightly satisfied"
"1884","In real life (in person)",15.6980252125305,"No","Slightly satisfied"
"1885","In real life (in person)",12.3883942064908,"Yes","Very satisfied"
"1886","In real life (in person)",11.289781926156,"Yes","Very satisfied"
"1887","Online",11.5617156386635,"Yes","Very satisfied"
"1888","In real life (in person)",16.1087673776882,"No","Very satisfied"
"1889","In real life (in person)",12.0725412586199,"Yes","Slightly dissatisfied"
"1890","In real life (in person)",11.461632181109,"Yes","Very satisfied"
"1891","In real life (in person)",10.3089526939776,"Yes","Slightly satisfied"
"1892","In real life (in person)",11.0020998578709,"Yes","Slightly dissatisfied"
"1893","In real life (in person)",11.4075649604235,"No","Very satisfied"
"1894","In real life (in person)",NA,"Yes","Very satisfied"
"1895","In real life (in person)",11.5424842769205,"No","Very satisfied"
"1896","In real life (in person)",NA,"No","Slightly satisfied"
"1897","In real life (in person)",11.7558716514238,"Yes","Very satisfied"
"1898","In real life (in person)",11.9183905797451,"Yes","Slightly satisfied"
"1899","In real life (in person)",NA,"No","Slightly dissatisfied"
"1900","In real life (in person)",11.9183905797451,"No","Very satisfied"
"1901","Online",11.4721034808666,"Yes","Slightly dissatisfied"
"1902","In real life (in person)",10.8617433246049,"Yes","Very satisfied"
"1903","In real life (in person)",11.1562505353172,"Yes","Very dissatisfied"
"1904","In real life (in person)",11.8204101720711,"No","Very satisfied"
"1905","Online",11.0821425642624,"No","Slightly dissatisfied"
"1906","In real life (in person)",11.6952470300975,"No","Very satisfied"
"1907","In real life (in person)",11.4721034808666,"Yes","Very satisfied"
"1908","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"1909","Online",12.2307652629986,"Yes","Very satisfied"
"1910","In real life (in person)",4.00735136688537,"Yes","Slightly satisfied"
"1911","In real life (in person)",10.645424921075,"Yes","Slightly dissatisfied"
"1912","In real life (in person)",NA,"No","Very satisfied"
"1913","In real life (in person)",11.2252434058518,"Yes","Neither satisfied nor dissatisfied"
"1914","In real life (in person)",11.6699292223269,"No","Very satisfied"
"1915","Online",NA,"No","Very dissatisfied"
"1916","In real life (in person)",11.951180402353,"Yes","Slightly dissatisfied"
"1917","In real life (in person)",11.77528973713,"Yes","Slightly satisfied"
"1918","Online",14.0466222797213,"Yes","Slightly dissatisfied"
"1919","In real life (in person)",7.00306636787696,"No","Slightly dissatisfied"
"1920","In real life (in person)",10.8197783044103,"Yes","Very satisfied"
"1921","Online",11.652687416041,"Yes","Very satisfied"
"1922","Online",10.8197783044103,"No","Neither satisfied nor dissatisfied"
"1923","Online",NA,"Yes","Slightly dissatisfied"
"1924","In real life (in person)",11.289781926156,"Yes","Slightly satisfied"
"1925","In real life (in person)",11.8204101720711,"Yes","Very satisfied"
"1926","In real life (in person)",12.6115377569717,"Yes","Very satisfied"
"1927","In real life (in person)",12.6214880877918,"Yes","Very satisfied"
"1928","In real life (in person)",11.6952470300975,"Yes","Neither satisfied nor dissatisfied"
"1929","In real life (in person)",11.6082356538655,"No","Slightly satisfied"
"1930","Online",8.59415441773753,"Yes","Very satisfied"
"1931","In real life (in person)",NA,"Yes","Very satisfied"
"1932","In real life (in person)",11.1562505353172,"No","Very dissatisfied"
"1933","Online",10.8967393440649,"Yes","Very dissatisfied"
"1934","Online",11.8350089713857,"Yes","Slightly satisfied"
"1935","In real life (in person)",11.5991031703856,"Yes","Very satisfied"
"1936","In real life (in person)",10.9150884823964,"No","Slightly satisfied"
"1937","In real life (in person)",14.0931422953201,"No","Neither satisfied nor dissatisfied"
"1938","In real life (in person)",12.8992198285901,"Yes","Slightly satisfied"
"1939","In real life (in person)",11.4075649604235,"No","Very satisfied"
"1940","In real life (in person)",11.6952470300975,"Yes","Slightly satisfied"
"1941","In real life (in person)",12.0725412586199,"Yes","Slightly dissatisfied"
"1942","In real life (in person)",NA,"Yes","Slightly satisfied"
"1943","In real life (in person)",10.9681983067699,"No","Slightly satisfied"
"1944","In real life (in person)",10.5453414650243,NA,"Very satisfied"
"1945","In real life (in person)",12.5425448857228,"Yes","Very satisfied"
"1946","Online",10.8780472114022,"Yes","Slightly satisfied"
"1947","In real life (in person)",10.7789563107234,"Yes","Very satisfied"
"1948","Online",11.6952470300975,"Yes","Slightly satisfied"
"1949","In real life (in person)",11.1562505353172,"Yes","Very satisfied"
"1950","In real life (in person)",12.0435537219148,"No","Slightly satisfied"
"1951","In real life (in person)",9.998797777795,"Yes","Slightly satisfied"
"1952","In real life (in person)",11.982929100466,"Yes","Slightly satisfied"
"1953","Online",11.7905572091443,"Yes","Very satisfied"
"1954","Online",12.0137007589433,"No","Slightly satisfied"
"1955","In real life (in person)",11.813030064828,"Yes","Neither satisfied nor dissatisfied"
"1956","Online",12.0435537219148,"Yes","Neither satisfied nor dissatisfied"
"1957","In real life (in person)",NA,"Yes","Slightly satisfied"
"1958","In real life (in person)",11.7619706616025,"No","Slightly satisfied"
"1959","In real life (in person)",12.1007121354279,NA,"Very satisfied"
"1960","In real life (in person)",10.8197783044103,"No","Slightly satisfied"
"1961","Online",11.5129254749702,"Yes","Slightly satisfied"
"1962","In real life (in person)",11.982929100466,"No","Slightly satisfied"
"1963","In real life (in person)",10.4339981790337,"No","Very satisfied"
"1964","In real life (in person)",9.94545262149779,"No","Slightly satisfied"
"1965","Online",11.4075649604235,"Yes","Slightly satisfied"
"1966","In real life (in person)",11.2118203856998,"No","Very satisfied"
"1967","In real life (in person)",11.652687416041,"Yes","Slightly satisfied"
"1968","Online",11.9183905797451,"Yes","Very satisfied"
"1969","In real life (in person)",11.2252434058518,"No","Very satisfied"
"1970","In real life (in person)",9.79812709243386,"No","Very dissatisfied"
"1971","In real life (in person)",9.56801488617807,"Yes","Slightly satisfied"
"1972","Online",10.8967393440649,"No","Slightly dissatisfied"
"1973","In real life (in person)",9.39266201210347,"Yes","Very satisfied"
"1974","In real life (in person)",8.88183644389303,"Yes","Very dissatisfied"
"1975","In real life (in person)",11.911701591639,"Yes","Very satisfied"
"1976","In real life (in person)",14.0466222797213,"Yes","Very satisfied"
"1977","Online",NA,"No","Slightly satisfied"
"1978","In real life (in person)",-6.90775527898214,"Yes","Very satisfied"
"1979","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"1980","Online",10.8617433246049,"Yes","Slightly dissatisfied"
"1981","In real life (in person)",11.25101511047,"No","Very satisfied"
"1982","Online",10.5966347580961,"No","Neither satisfied nor dissatisfied"
"1983","Online",12.0045682754357,"Yes","Very satisfied"
"1984","In real life (in person)",NA,"No","Slightly satisfied"
"1985","Online",11.9183905797451,"No","Very satisfied"
"1986","In real life (in person)",11.1562505353172,"Yes","Neither satisfied nor dissatisfied"
"1987","In real life (in person)",NA,"No","Slightly satisfied"
"1988","Online",11.77528973713,"No","Very satisfied"
"1989","In real life (in person)",12.1007121354279,"No","Very satisfied"
"1990","In real life (in person)",11.8565151764525,"No","Very satisfied"
"1991","Online",11.982929100466,"Yes","Very satisfied"
"1992","In real life (in person)",11.8493977087343,"Yes","Very satisfied"
"1993","In real life (in person)",11.5617156386635,"Yes","Neither satisfied nor dissatisfied"
"1994","In real life (in person)",NA,"Yes","Very satisfied"
"1995","In real life (in person)",11.6952470300975,"No","Slightly satisfied"
"1996","Online",NA,"No","Very satisfied"
"1997","In real life (in person)",NA,"No","Slightly satisfied"
"1998","In real life (in person)",11.4510500718904,"Yes","Very satisfied"
"1999","In real life (in person)",12.2060726505302,"Yes","Very satisfied"
"2000","Online",10.4207921722061,"No","Slightly dissatisfied"
"2001","Online",14.3199156145312,"Yes","Very satisfied"
"2002","In real life (in person)",10.491274245216,"Yes","Neither satisfied nor dissatisfied"
"2003","In real life (in person)",11.0666383779668,"No","Very satisfied"
"2004","In real life (in person)",NA,"Yes","Very satisfied"
"2005","Online",11.3504065472372,"No","Slightly satisfied"
"2006","Online",12.1652506562183,"Yes","Slightly satisfied"
"2007","In real life (in person)",NA,NA,"Neither satisfied nor dissatisfied"
"2008","Online",12.7367008995335,"No","Slightly satisfied"
"2009","In real life (in person)",NA,"Yes","Very satisfied"
"2010","In real life (in person)",11.8493977087343,"No","Very satisfied"
"2011","In real life (in person)",10.7144177909747,"No","Slightly satisfied"
"2012","In real life (in person)",NA,"Yes","Very satisfied"
"2013","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"2014","In real life (in person)",12.2307652629986,"No","Very satisfied"
"2015","In real life (in person)",12.2060726505302,"Yes","Very dissatisfied"
"2016","In real life (in person)",11.951180402353,"No","Slightly satisfied"
"2017","Online",11.1982147338292,"No","Slightly dissatisfied"
"2018","In real life (in person)",NA,"No","Very satisfied"
"2019","Online",12.2060726505302,"No","Very satisfied"
"2020","In real life (in person)",11.813030064828,"Yes","Slightly dissatisfied"
"2021","In real life (in person)",12.2060726505302,"No","Slightly dissatisfied"
"2022","In real life (in person)",10.5966347580961,"No","Very dissatisfied"
"2023","In real life (in person)",11.5129254749702,"No","Neither satisfied nor dissatisfied"
"2024","In real life (in person)",11.1124479132985,"Yes","Slightly dissatisfied"
"2025","In real life (in person)",11.289781926156,"Yes","Slightly dissatisfied"
"2026","In real life (in person)",11.1562505353172,"Yes","Slightly satisfied"
"2027","In real life (in person)",NA,"Yes","Very satisfied"
"2028","In real life (in person)",11.7158663171302,"No","Neither satisfied nor dissatisfied"
"2029","Online",NA,"Yes","Very satisfied"
"2030","In real life (in person)",11.5805841227898,"Yes","Slightly dissatisfied"
"2031","In real life (in person)",11.5521461877389,"Yes","Very satisfied"
"2032","Online",14.1462521205949,"Yes","Neither satisfied nor dissatisfied"
"2033","In real life (in person)",11.385092104824,"Yes","Very satisfied"
"2034","In real life (in person)",11.6082356538655,"No","Very satisfied"
"2035","Online",10.9150884823964,"Yes","Very satisfied"
"2036","In real life (in person)",14.2979367078259,"Yes","Neither satisfied nor dissatisfied"
"2037","Online",9.39266201210347,"Yes","Neither satisfied nor dissatisfied"
"2038","In real life (in person)",NA,"Yes","Very satisfied"
"2039","In real life (in person)",11.7360690242844,"Yes","Slightly satisfied"
"2040","In real life (in person)",11.1562505353172,"Yes","Slightly satisfied"
"2041","In real life (in person)",10.8036489228056,"No","Neither satisfied nor dissatisfied"
"2042","In real life (in person)",11.5129254749702,"No","Very satisfied"
"2043","In real life (in person)",11.2515607138228,"Yes","Very satisfied"
"2044","Online",16.1600606720707,"Yes","Neither satisfied nor dissatisfied"
"2045","In real life (in person)",9.79812709243386,"Yes","Slightly satisfied"
"2046","In real life (in person)",12.1281111094659,"Yes","Very satisfied"
"2047","In real life (in person)",11.6952470300975,"Yes","Slightly satisfied"
"2048","In real life (in person)",13.4870064923811,"No","Very satisfied"
"2049","In real life (in person)",11.373663409131,"No","Very dissatisfied"
"2050","In real life (in person)",15.4669134916067,"No","Very satisfied"
"2051","In real life (in person)",11.0821425642624,"Yes","Neither satisfied nor dissatisfied"
"2052","In real life (in person)",11.4927227678568,"No","Neither satisfied nor dissatisfied"
"2053","In real life (in person)",NA,"Yes","Very satisfied"
"2054","Online",11.5129254749702,"No","Very satisfied"
"2055","Online",9.79812709243386,"Yes","Very satisfied"
"2056","In real life (in person)",10.645424921075,"Yes","Very satisfied"
